pff_PLAYERNAME,Season,TotalBoxPM,TotalPassBoxPM,TotalRunBoxPM,PassPM,PassBoxPM,RunPM,RunBoxPM,PlayerID,Position,PlayerName,team,position,TotalEPAR,PassEPAR,RunEPAR,plays
Derrick Henry,2019,61.10848192,5.35057312,55.7579088,0.06367532909193316,0.02267192,0.12591525958653324,0.1408028,43334,RB,Derrick Henry,TEN,HB,25.320729660275926,-2.2900872808070956,25.10929919607728,712
Derrick Henry,2020,56.51906943,2.86990452,53.64916491,0.063020898771401,0.01138851,0.12591525958653324,0.13181613,43334,RB,Derrick Henry,TEN,HB,21.720826618563656,-7.527599274487315,29.24842589305097,738
Nick Chubb,2019,55.26856062,10.4039208,44.86463982,0.06215131278817425,0.0333459,0.1291596188904963,0.14661647,46104,RB,Nick Chubb,CLV,HB,12.200833304964927,-4.006008960293799,16.20684226525873,715
Jonathan Taylor,2021,49.47365299,3.8098349,45.66381809,0.01304531837471384,0.01228979,0.11913099591124812,0.13391149,52449,RB,Jonathan Taylor,IND,HB,30.918252006026055,4.991707319412913,25.926544686613145,753
Ezekiel Elliott,2018,47.82691844,11.87352536,35.95339308,-0.00371737419785702,0.02379464,0.09112607435163776,0.09904516,43293,RB,Ezekiel Elliott,DAL,HB,6.723754610852395,5.850616880384323,0.8731377304680737,997
Nick Chubb,2022,47.59886184,3.4866891200000003,44.11217272,0.06169948738518024,0.01281871,0.1291596188904963,0.14322134,46104,RB,Nick Chubb,CLV,HB,13.484822148788313,-3.6727009460962865,17.1575230948846,656
Ezekiel Elliott,2016,47.50992226,7.59343062,39.91649164,0.00315350642486278,0.02514381,0.09112607435163776,0.11149858,43293,RB,Ezekiel Elliott,DAL,HB,12.091382472469444,8.73878187281997,3.3526005996494725,760
Dalvin Cook,2020,44.8869652,5.4404840000000005,39.4464812,0.0128096197413913,0.0194303,0.0851491451421633,0.1225046,44853,RB,Dalvin Cook,MIN,HB,15.591438754410868,6.173676995947817,9.417761758463051,660
Le'Veon Bell,2017,43.47722352,17.166725800000002,26.31049772,0.03085881693771004,0.02885164,0.09012780665825366,0.07582276,39996,RB,Le'Veon Bell,PIT,HB,6.116193702962747,10.734033860088035,-4.617840157125288,1007
Derrick Henry,2022,42.82662417,4.75393822,38.07268595,0.06429814656299827,0.02307737,0.12428983768778064,0.10605205,43334,RB,Derrick Henry,TEN,HB,24.6358024973708,6.329511678638391,15.636997202355914,646
Josh Jacobs,2022,40.76964032,0.6916559999999999,40.07798432,-0.00182716939935848,0.001932,0.0921953806680314,0.11385791,47807,RB,Josh Jacobs,LV,HB,26.975333561519804,4.60375776315079,22.371575798369015,825
Nick Chubb,2021,38.7629652,3.5939765199999996,35.16898868,0.06015562911404371,0.01862164,0.1291596188904963,0.14776886,46104,RB,Nick Chubb,CLV,HB,17.953878272443145,1.0343304160253768,16.919547856417765,480
Aaron Jones,2019,37.25765505,10.3012338,26.956421249999998,0.0350425332296863,0.02710851,0.12848042734191248,0.09802335,44995,RB,Aaron Jones,GB,HB,20.356806928684787,12.306526723013048,8.050280205671736,741
Dalvin Cook,2019,36.90885583,8.98824158,27.92061425,0.01469766626840439,0.02667134,0.08428563471976662,0.09464615,44853,RB,Dalvin Cook,MIN,HB,20.026169406445735,9.315324067162987,10.710845339282749,704
Todd Gurley II,2018,35.82585424,13.709150650000002,22.11670359,0.02299207107453425,0.02661971,0.07453511089369143,0.07548363,42353,RB,Todd Gurley II,LA,HB,15.063187633825915,-5.493667324334575,20.55685495816049,922
Nick Chubb,2020,34.941978469999995,5.57821431,29.36376416,0.01300656619057464,0.02775231,0.1291596188904963,0.12992816,46104,RB,Nick Chubb,CLV,HB,18.61420705501343,0.8686325518920699,17.74557450312136,476
Ezekiel Elliott,2019,34.29241197,3.2773002,31.01511177,-0.00575209828853663,0.00675732,0.0897844342785495,0.10037253,43293,RB,Ezekiel Elliott,DAL,HB,9.92038075716912,2.050007135705225,7.870373621463897,917
DeMarco Murray,2016,33.68859202,18.70902,14.97957202,0.0315344557884277,0.04989072,0.06319061966867048,0.04976602,37146,RB,DeMarco Murray,TEN,HB,3.4819181325090156,6.1062079901146316,-5.33650056118676,889
Jordan Howard,2016,33.471543929999996,8.679851320000001,24.79169261,0.02649625933949719,0.02695606,0.07684280548632287,0.09646573,43439,RB,Jordan Howard,CHI,HB,3.3916788828210542,-5.26969469733066,8.661373580151714,727
Christian McCaffrey,2022,33.43450335,7.1645189,26.269984450000003,0.0353194729333687,0.01427195,0.0917258992321096,0.08965865,44820,RB,Christian McCaffrey,CAR,HB,40.47459792450102,23.322594015671857,14.277098020382352,900
Kareem Hunt,2017,32.96805621,4.57509165,28.392964560000003,0.02943699819318165,0.01365699,0.08520581065231829,0.09723618,44898,RB,Kareem Hunt,KC,HB,17.958575983897735,7.267946936219836,10.690629047677897,740
Joe Mixon,2021,32.558788,3.829903840000001,28.72888416,0.0097220501758992,0.00947996,0.07742893489988976,0.07806762,44860,RB,Joe Mixon,CIN,HB,9.153242369832876,1.71315353407324,6.020618933847839,881
Todd Gurley II,2017,31.60503593,10.9846295,20.62040643,0.02777435010144599,0.02554565,0.07371079060500002,0.06896457,42353,RB,Todd Gurley II,LA,HB,25.921868267233585,30.313860322317776,-4.3919920550841915,860
Chris Carson,2019,31.46481281,1.04138688,30.42342593,-0.00294353778719418,0.00317496,0.08631067032323171,0.10527137,45062,RB,Chris Carson,SEA,HB,-0.2849255944715066,0.16711892866560607,-0.452044523137112,722
David Johnson,2016,31.17151541,9.93688948,21.234625929999996,0.02080748445787605,0.01813301,0.05925159260518259,0.07054693,42429,RB,David Johnson,ARZ,HB,26.993571710436996,32.55098395751832,-5.557412247081324,974
Chris Carson,2018,31.082220359999997,1.21292556,29.8692948,-0.00650540276976545,0.00787614,0.08559128032631946,0.1102188,45062,RB,Chris Carson,SEA,HB,10.540846862607323,6.345884852451786,4.194962010155535,529
Le'Veon Bell,2016,30.484052370000004,-1.69745832,32.18151069,0.00101193996230521,-0.00359631,0.0907800428386173,0.09493071,39996,RB,Le'Veon Bell,PIT,HB,18.01791410897026,10.7418263073972,6.868856682934521,907
Christian McCaffrey,2019,29.53106663,4.02755271,25.50351392,0.03128112650435964,0.00681481,0.0917258992321096,0.08616052,44820,RB,Christian McCaffrey,CAR,HB,43.1968357736457,42.472554443297156,1.8168945339560767,1040
Tony Pollard,2022,29.37250004,3.0929613,26.27953874,0.02165665636688978,0.01081455,0.10336470946194984,0.11891194,47911,RB,Tony Pollard,DAL,HB,35.02831545785877,12.487859818497348,22.540455639361422,611
Saquon Barkley,2018,29.24941593,8.991262560000001,20.25815337,0.05764747863869292,0.01838704,0.05905978978809009,0.07420569,46071,RB,Saquon Barkley,NYG,HB,41.8291814113068,21.47270272695551,20.356478684351284,844
Dalvin Cook,2022,29.036758229999997,8.305896039999999,20.73086219,0.02203294066271166,0.01879162,0.08283349083862532,0.07325393,44853,RB,Dalvin Cook,MIN,HB,-11.31913147531982,-4.945477080774449,-1.1968581672084748,878
Aaron Jones,2022,28.76042732,8.3306685,20.42975882,0.02737982899620599,0.02524445,0.1283344498245852,0.09371449,44995,RB,Aaron Jones,GB,HB,7.287049431739536,0.4795602254759329,6.807489206263603,617
Alvin Kamara,2018,28.672079079999996,10.89934258,17.772736499999997,0.03828463062127309,0.02639066,0.08804417027343292,0.07898994,44879,RB,Alvin Kamara,NO,HB,43.131002775132075,35.16767806811142,7.9633247070206545,761
Miles Sanders,2022,28.51812589,1.2179389500000002,27.30018694,0.01518311743858173,0.00394155,0.09364019142578232,0.09039797,47836,RB,Miles Sanders,PHI,HB,-7.172096741430238,-14.26295479974968,7.090858058319442,737
Jonathan Taylor,2020,28.43016632,-0.6651598799999999,29.0953262,0.01130587890468158,-0.00287948,0.0992640061489051,0.10856465,52449,RB,Jonathan Taylor,IND,HB,9.006652256832401,2.5527695879303733,6.453882668902027,544
James Conner,2018,28.22376549,11.21251155,17.01125394,3.4537503826589415e-5,0.02728105,0.09324032540781908,0.07662727,44917,RB,James Conner,PIT,HB,5.379955538345254,6.877681827024827,-1.497726288679573,758
Derrick Henry,2018,28.12313464,4.05132964,24.071805,0.06274299862373876,0.03320762,0.12022584583798096,0.1069858,43334,RB,Derrick Henry,TEN,HB,18.511665292986272,-2.704291396510434,20.9972224008001,416
Saquon Barkley,2022,27.68591387,2.93674979,24.74916408,0.05694301777550939,0.00637039,0.05905978978809009,0.07782756,46071,RB,Saquon Barkley,NYG,HB,7.81481824724314,-1.5606112733670021,9.375429520610142,953
Spencer Ware,2016,27.20706729,4.63922145,22.56784584,0.01584295044376518,0.01627797,0.07276380949521839,0.09898178,40142,RB,Spencer Ware,KC,HB,5.636290918244843,10.899354719515115,-5.26306380127027,662
Sony Michel,2018,26.63070445,0.2791893,26.35151515,0.01817328259920503,0.00357935,0.08547349696003102,0.08932717,46100,RB,Sony Michel,NE,HB,0.35649996390658795,-5.008407108807164,5.364907072713751,412
Travis Etienne,2022,26.521441099999997,4.591677359999999,21.92976374,0.01665575185699109,0.01183422,0.08353505941584348,0.08532982,53454,RB,Travis Etienne,JAX,HB,6.442077765354662,-4.423822714263955,10.865900479618617,791
Josh Jacobs,2020,26.47254863,0.32887583,26.143672799999997,-5.762292787463191e-4,0.00136463,0.09119364215467948,0.09337026,47807,RB,Josh Jacobs,LV,HB,-3.022391329452295,-0.9329444370757478,-2.0894468923765466,611
Elijah Mitchell,2021,26.329766940000003,2.1582985,24.17146844,-0.00497951838667555,0.01112525,0.09359621987909936,0.08985676,53623,RB,Elijah Mitchell,SF,HB,9.277978246538034,1.9550320394592313,7.322946207078802,552
Dalvin Cook,2021,26.30152823,6.65687033,19.6446579,0.01196545223248717,0.02352251,0.08283349083862532,0.0758481,44853,RB,Dalvin Cook,MIN,HB,-3.5872681303021245,-3.845329287121759,0.2580611568196335,590
Aaron Jones,2020,26.29551646,4.2033816,22.09213486,0.02245302814242295,0.0141528,0.1283344498245852,0.09732218,44995,RB,Aaron Jones,GB,HB,21.97177005589389,1.9450481462464626,20.02672190964743,602
Alvin Kamara,2017,26.27356435,13.88498319,12.38858116,0.03719625256208666,0.03933423,0.08804417027343292,0.08314484,44879,RB,Alvin Kamara,NO,HB,47.65450091285457,31.626700919095793,16.027799993758784,561
Ezekiel Elliott,2021,26.04734888,8.0654852,17.98186368,-0.00585494878767771,0.0168734,0.06680454953778292,0.07107456,43293,RB,Ezekiel Elliott,DAL,HB,-5.091075867035256,-5.022509537641356,-0.7548741658475399,830
Austin Ekeler,2022,26.027335880000003,7.822752019999999,18.204583860000003,0.03114729466806952,0.01636559,0.12136217640264436,0.08200263,45573,RB,Austin Ekeler,LAC,HB,25.113011687058112,21.509455489887756,3.603556197170355,774
Nick Chubb,2018,25.6167328,2.04047844,23.57625436,0.05971559590569109,0.01324986,0.1291596188904963,0.11847364,46104,RB,Nick Chubb,CLV,HB,16.172231865186074,-5.064014429986628,21.236246295172702,482
Josh Jacobs,2019,25.56514721,0.15305629999999998,25.41209091,-0.00183441243950239,9.8746e-4,0.09119364215467948,0.10205659,47807,RB,Josh Jacobs,OAK,HB,13.554237311613779,1.267252194870896,12.286985116742885,459
Aaron Jones,2021,25.22714948,10.24431652,14.98283296,0.02802933909218336,0.02877617,0.1283344498245852,0.07969592,44995,RB,Aaron Jones,GB,HB,17.722782749743047,12.606523708705256,5.1162590410377895,610
Derrick Henry,2021,25.21808779,1.85029186,23.36779593,0.06367532909193316,0.01350578,0.1101720815334824,0.09384657,43334,RB,Derrick Henry,TEN,HB,17.578551515383417,3.3721393774790283,11.964218985634448,437
Alvin Kamara,2020,25.20763841,4.624472,20.58316641,0.03828463062127309,0.0112792,0.08804417027343292,0.08833977,44879,RB,Alvin Kamara,NO,HB,35.04541552026899,25.780068090376187,9.2653474298928,761
Christian McCaffrey,2018,25.173218759999997,7.02961095,18.14360781,0.03128112650435964,0.01364973,0.09046199298718846,0.08136147,44820,RB,Christian McCaffrey,CAR,HB,46.737016853428244,36.640812913816205,7.433318700661602,1001
Austin Ekeler,2021,25.018027550000003,4.484790100000001,20.53323745,0.03128112650435964,0.01007818,0.12136217640264436,0.09550343,45573,RB,Austin Ekeler,LAC,HB,13.408386395602708,5.02928526805251,8.379101127550197,718
Ezekiel Elliott,2020,25.01620074,5.8060165800000005,19.21018416,-0.00575209828853663,0.01455142,0.06680454953778292,0.07746042,43293,RB,Ezekiel Elliott,DAL,HB,-11.039013786254333,-4.5489941947742505,-6.490019591480084,774
Mark Ingram II,2017,24.62170315,4.31989525,20.3018079,0.01240834950073478,0.01570871,0.06457053903991196,0.0802443,37101,RB,Mark Ingram II,NO,HB,6.798453006203351,4.3300771019677375,2.468375904235614,617
Alvin Kamara,2019,24.1252061,8.55691642,15.56828968,0.03612704246737644,0.02149979,0.08804417027343292,0.08461027,44879,RB,Alvin Kamara,NO,HB,13.696999610766817,13.881134625990418,-1.110182670326473,676
Raheem Mostert,2019,23.9273631,-0.3404591,24.2678222,-0.0061500050195835,-0.00179189,0.11767489616141794,0.12772538,42718,RB,Raheem Mostert,SF,HB,13.300937353452625,-2.2826169366524804,15.583554290105106,470
Jay Ajayi,2016,23.8597047,0.80450406,23.05520064,-0.00254449604933328,0.00323094,0.0639071606490803,0.08005278,42492,RB,Jay Ajayi,MIA,HB,-5.594445729458611,-9.630666017393898,4.036220287935286,663
James Robinson,2020,23.71969739,-0.548712,24.26840939,0.011692250874189,-0.00182904,0.08250938730246667,0.09668689,52733,RB,James Robinson,JAX,HB,20.32310111714369,6.508051839109758,14.678523708049694,629
Najee Harris,2021,23.61300336,2.77025286,20.8427505,-0.00612438046744905,0.00544254,0.06111979630712905,0.06413154,53453,RB,Najee Harris,PIT,HB,8.759177451621387,1.6408618247246691,7.118315626896718,1027
Ronald Jones,2020,23.55477885,3.1497456,20.40503325,0.01857003588680064,0.0143824,0.08315889537353449,0.08757525,46107,RB,Ronald Jones,TB,HB,3.017023397493653,-12.422223876334062,15.439247273827716,482
Alvin Kamara,2022,23.44084448,4.97221488,18.4686296,0.01744697991061777,0.01635597,0.08804417027343292,0.0817196,44879,RB,Alvin Kamara,NO,HB,3.531406869281957,2.568191900381935,0.9632149689000232,636
C.J. Anderson,2017,23.358239880000003,-0.20884992,23.5670898,-0.01066385015039855,-8.1582e-4,0.06627707668636545,0.09241996,40311,RB,C.J. Anderson,DEN,HB,2.2770115632580867,3.7403676359636155,-1.4633560727055284,657
Devin Singletary,2021,23.25090584,2.0565440500000003,21.19436179,0.03616457309325009,0.00446105,0.07759535219408771,0.09766987,47857,RB,Devin Singletary,BUF,HB,-6.301514963000604,-11.395912404120747,5.094397441120145,872
Josh Jacobs,2021,23.22660444,1.7726886,21.45391584,-0.00251698800063787,0.0051833,0.09119364215467948,0.08721104,47807,RB,Josh Jacobs,LV,HB,13.140246688711748,9.268163632349147,3.8720830563626034,666
Joe Mixon,2019,23.1631382,2.7892121,20.3739261,0.01395102237119738,0.01098115,0.07608302243784493,0.07148746,44860,RB,Joe Mixon,CIN,HB,11.695414455614312,5.1519790465239454,6.5434354090903675,649
Mark Ingram II,2016,22.948751550000004,4.69495227,18.253799280000003,0.01325100408011827,0.01885523,0.06457053903991196,0.08450833,37101,RB,Mark Ingram II,NO,HB,8.674168131902189,8.903103105932946,-0.22893497403075777,568
Antonio Gibson,2021,22.73228886,3.00845952,19.72382934,-0.00271097078289424,0.01139568,0.07082690478156022,0.07387202,52474,RB,Antonio Gibson,WAS,HB,-6.970034152742184,1.351986376802864,-8.322020529545048,614
Doug Martin,2015,22.513364300000003,0.78952608,21.72383822,0.0130800825767217,0.00352467,0.07950264824648211,0.07217222,38561,RB,Doug Martin,TB,HB,12.443372025708463,-0.8760565962203265,13.319428621928791,652
Kareem Hunt,2018,22.35094318,8.16068528,14.1902579,-0.01576078982160658,0.03033712,0.08108504707231119,0.07796845,44898,RB,Kareem Hunt,KC,HB,24.43744699510383,14.82037383334734,9.617073161756494,545
Leonard Fournette,2017,22.23401713,2.33637589,19.89764124,0.00204219609467194,0.00843457,0.08766227059726954,0.05717713,44816,RB,Leonard Fournette,JAX,HB,0.7776138808706752,5.446745474480308,-4.669131593609633,698
Marlon Mack,2018,21.947074710000003,2.16593844,19.78113627,0.01413154452374501,0.00949973,0.0705097726713715,0.08346471,44956,RB,Marlon Mack,IND,HB,-8.239757952133562,-13.340427759827437,5.1006698076938735,517
David Montgomery,2020,21.63974091,4.42360048,17.21614043,0.00560309694565932,0.01043302,0.04518785252135842,0.06546061,47856,RB,David Montgomery,CHI,HB,21.42337042564662,10.443999463348083,10.979370962298537,780
Bilal Powell,2016,21.50596331,10.67850546,10.82745785,0.02584221068535029,0.03265598,0.0604044608491409,0.08265235,37201,RB,Bilal Powell,NYJ,HB,11.093891849283168,3.0792403314688674,8.014651517814299,556
Lamar Miller,2016,21.25457179,-0.24655071,21.5011225,-0.00136562506269556,-8.4147e-4,0.06866888993438228,0.0661573,38627,RB,Lamar Miller,HST,HB,-16.307897408038347,-0.54574591686813545,-15.762151491170211,739
Sony Michel,2019,21.176156149999997,1.34915949,19.82699666,0.0166780531942276,0.01215459,0.07455580850271712,0.07538782,46100,RB,Sony Michel,NE,HB,-7.25946297964382,-2.488371611155439,-4.771091368488381,448
Jordan Howard,2018,20.94932218,2.94679308,18.0025291,0.01333112698299026,0.01275668,0.06982434824202197,0.0669239,43439,RB,Jordan Howard,CHI,HB,-4.006123802577068,-1.2755033439584087,-2.7306204586186587,651
Ezekiel Elliott,2017,20.917714,0.6431196,20.2745944,-0.00450287820324489,0.00225656,0.06680454953778292,0.0830926,43293,RB,Ezekiel Elliott,DAL,HB,4.374629427344812,3.15373228395265,1.220897143392162,588
Devin Singletary,2020,20.82930175,7.253815,13.57548675,0.03584793855979842,0.0170678,0.07704044435734687,0.07757421,47857,RB,Devin Singletary,BUF,HB,-9.19559096798492,-10.280274472251918,1.0846835042669967,728
Leonard Fournette,2019,20.8292658,2.86174494,17.967520859999997,-0.00456517223780405,0.00548227,0.08898197040727103,0.06463137,44816,RB,Leonard Fournette,JAX,HB,5.910537096165024,-6.625059176502294,12.535596272667314,903
Kareem Hunt,2020,20.615096209999997,2.4757993000000003,18.13929691,0.0292151021987735,0.00839254,0.0825371909534525,0.08359123,44898,RB,Kareem Hunt,CLV,HB,7.9485755308151385,3.7309726226632742,4.217602908151865,597
Phillip Lindsay,2019,20.44143348,2.36379362,18.07763986,-0.00240454707106222,0.01084309,0.04914035354428706,0.07595647,46367,RB,Phillip Lindsay,DEN,HB,-0.6836328398447067,-5.066285428529548,4.382652588684841,525
Chris Ivory,2015,20.34893478,5.98357228,14.3653625,0.01412828287019098,0.03052843,0.03356783354845097,0.05746145,36052,RB,Chris Ivory,NYJ,HB,6.701799398368775,3.997618402881622,2.7041809954871523,558
David Montgomery,2022,20.184494200000003,7.122938680000001,13.06155552,0.02496300270966658,0.02490538,0.04526091114715724,0.06279594,47856,RB,David Montgomery,CHI,HB,10.374698722612147,5.198385838955363,5.1763128836567835,641
Jordan Howard,2017,20.17234278,2.4096905800000004,17.7626522,0.01555461569653401,0.01152962,0.0649054971444403,0.06254455,43439,RB,Jordan Howard,CHI,HB,-9.17430805621848,-5.873158487113692,-3.3011495691047887,604
Kenneth Walker III,2022,20.15748345,2.71024572,17.44723773,0.02292809994325819,0.00957684,0.08422005950299796,0.07063659,54506,RB,Kenneth Walker III,SEA,HB,7.848349503425928,-2.264850493010127,10.113199996436055,628
Derrick Henry,2017,20.1537446,3.845864,16.3078806,0.06367532909193316,0.01922932,0.1101720815334824,0.07412673,43334,RB,Derrick Henry,TEN,HB,4.9310131401063035,1.7590199453492965,3.171993194757006,599
Adrian Peterson,2015,20.05107738,1.60553016,18.44554722,0.00341485943582534,0.00660712,0.0316760628903134,0.05039767,32200,RB,Adrian Peterson,MIN,HB,-13.59534539190416,-9.043266573769856,-4.552078818134303,697
Damien Harris,2021,20.01397076,0.3859658,19.62800496,-0.00217043790280343,0.0031898,0.08033639520146119,0.09003672,47870,RB,Damien Harris,NE,HB,2.0337750613277343,1.5089175197472335,0.5248575415805004,440
Marshawn Lynch,2017,20.00878678,3.4217622999999997,16.58702448,0.01204024748741916,0.01763795,0.06195085635835536,0.07679178,32205,RB,Marshawn Lynch,OAK,HB,-0.19957612112250567,-4.092730513108397,3.8931543919858904,468
Devonta Freeman,2016,19.98976004,7.7921458,12.19761424,0.01000774183652783,0.02188805,0.06467045249715403,0.04484417,41332,RB,Devonta Freeman,ATL,HB,18.957815230857324,23.02721730152754,-4.069402070670214,744
Tony Pollard,2021,19.935191080000003,2.70255188,17.2326392,0.01976694836457332,0.01378853,0.1031276132473798,0.12309028,47911,RB,Tony Pollard,DAL,HB,22.430139066324724,9.504818657640245,12.925320408684481,408
Devin Singletary,2019,19.86557115,4.32640272,15.53916843,0.03418330378291129,0.01360504,0.07749580329029336,0.09087233,47857,RB,Devin Singletary,BUF,HB,-2.80620318614971,-0.5254925236767563,-2.2807106624729547,617
Tyler Allgeier,2022,19.55124301,-0.7067010499999999,20.25794406,-0.02125011828685168,-0.00377915,0.090481716303743,0.09466329,54616,RB,Tyler Allgeier,ATL,HB,21.531638786142665,3.3161700941446477,18.21546869199802,544
Matt Forte,2016,19.53470108,10.2209597,9.31374138,0.0315344557884277,0.04985834,0.0574510820141722,0.04195379,33125,RB,Matt Forte,NYJ,HB,-5.439952732895305,-1.5229113883450562,-3.917041344550249,500
J.K. Dobbins,2020,19.52889546,4.6656168000000005,14.86327866,0.02800341855068301,0.01794468,0.10062086799426902,0.09347974,52463,RB,J.K. Dobbins,BLT,HB,4.171064650560806,-7.110270068287033,11.281334718847837,523
Jamaal Williams,2022,19.48956355,-0.5561892,20.04575275,-0.00999332663225194,-0.0044142,0.05075754008033422,0.07564435,44947,RB,Jamaal Williams,DET,HB,-5.506011701916923,-5.419499513153443,-0.08651218876347952,459
Joe Mixon,2022,19.46979342,4.40967114,15.06012228,0.00145665887855827,0.01235202,0.0709741457521539,0.05929182,44860,RB,Joe Mixon,CIN,HB,9.257060913832412,6.09190263576532,3.1651582780670915,690
James Conner,2021,19.45622198,4.45873388,14.997488100000002,0.00502552000299569,0.01776388,0.09324052678174692,0.07141661,44917,RB,James Conner,ARZ,HB,8.866116507838942,6.2981745044704995,2.567942003368443,613
C.J. Anderson,2015,19.35715755,0.8675124,18.48964515,0.02910750249128909,0.00294072,0.06648687626443543,0.08762865,40311,RB,C.J. Anderson,DEN,HB,-4.199167111349024,-8.126804537279668,3.927637425930644,653
Mark Ingram II,2019,19.31754522,3.2433766200000003,16.0741686,0.0279456725026868,0.01734426,0.06457053903991196,0.07582155,37101,RB,Mark Ingram II,BLT,HB,22.79799810851281,14.983366101398367,7.814632007114447,531
Austin Ekeler,2019,19.12894642,8.64845738,10.48048904,0.0031833970671168,0.02240533,0.11830085986004572,0.07649992,45573,RB,Austin Ekeler,LAC,HB,55.92614275445606,55.3961217364126,0.530021018043452,633
Joe Mixon,2018,19.08314272,2.9626612,16.120481520000002,-0.00114983389377119,0.0101461,0.07602576445711076,0.06661356,44860,RB,Joe Mixon,CIN,HB,1.4238366095751265,3.8290037292179657,-2.4051671196428384,622
Melvin Gordon III,2017,19.07845126,4.20499838,14.87345288,0.01925014684813083,0.01247774,0.06708950220503161,0.05200508,42358,RB,Melvin Gordon III,LAC,HB,8.39388740001433,11.024806477600185,-2.630919077585855,770
Lamar Miller,2018,19.05307989,6.965659479999999,12.08742041,0.01898936042129519,0.02060846,0.06694374210776069,0.05469421,38627,RB,Lamar Miller,HST,HB,9.574050174773449,-3.005072868537293,12.579123043310743,692
Lamar Miller,2017,18.932568779999997,3.5095175999999997,15.423051179999998,0.01419657280285321,0.00974866,0.06803716293448123,0.06269533,38627,RB,Lamar Miller,HST,HB,1.339711859452115,4.7617978196629265,-3.4220859602108114,759
Devin Singletary,2022,18.85088683,0.87050574,17.98038109,0.03362587632099385,0.00196947,0.07749580329029336,0.09127097,47857,RB,Devin Singletary,BUF,HB,5.438605413237316,2.3435346365471528,3.0950707766901635,778
Dion Lewis,2017,18.79328484,1.7716748,17.02161004,-0.02024638170621202,0.0081644,0.05358404386806775,0.07808078,37224,RB,Dion Lewis,NE,HB,19.55057062352254,9.997915155392556,9.552655468129982,542
Rhamondre Stevenson,2022,18.30924949,-4.037766390000001,22.34701588,1.742833573789955e-4,-0.01131027,0.0930544268436153,0.10298164,53549,RB,Rhamondre Stevenson,NE,HB,8.946703597943808,-3.655500038997972,12.602203636941779,699
Najee Harris,2022,18.23441603,4.43071678,13.80369925,-0.00606267546545094,0.01375999,0.06497462057220171,0.05019527,53453,RB,Najee Harris,PIT,HB,-6.5470602577041115,-7.020500209941983,0.40405899574217785,778
Dameon Pierce,2022,18.13764908,1.37538578,16.7622633,0.01913601730957748,0.00667663,0.08059896422726887,0.0751671,54572,RB,Dameon Pierce,HST,HB,-1.8209949804588874,-5.345535706306769,3.5245407258478836,523
Isiah Pacheco,2022,18.117365659999997,1.00541336,17.1119523,0.01071054640810162,0.00512966,0.08038895201963749,0.0810993,54716,RB,Isiah Pacheco,KC,HB,6.150192472444372,3.4661030619005553,2.684089410543817,483
Bilal Powell,2017,18.05616886,4.5726736,13.483495260000002,0.02512815588368307,0.02689808,0.06071705871344597,0.07249191,37201,RB,Bilal Powell,NYJ,HB,3.425566765067378,3.3533101317894336,0.07225663327794407,447
A.J. Dillon,2021,17.966361459999998,5.33038558,12.635975879999998,0.06261940749613842,0.02445131,0.09569384003995858,0.06381806,52470,RB,A.J. Dillon,GB,HB,15.347609567291187,8.530553068360781,6.8170564989304046,510
James Conner,2022,17.79502672,4.6782968,13.11672992,-0.00407778837819297,0.0135997,0.09324052678174692,0.06976984,44917,RB,James Conner,ARZ,HB,-9.801044949289963,-10.579603815773716,0.778558866483755,651
Myles Gaskin,2020,17.79426943,7.93858695,9.85568248,0.0181710017799444,0.03658335,0.05659631571081695,0.06614552,48017,RB,Myles Gaskin,MIA,HB,8.134784211500651,13.289755186777768,-5.154970975277116,443
D'Onta Foreman,2022,17.7349043,-0.40537602,18.14028032,0.00117511224819238,-0.00343539,0.07334466608955577,0.08556736,44901,RB,D'Onta Foreman,CAR,HB,6.858633587469404,-3.871354002164425,10.72998758963383,388
Jay Ajayi,2017,17.676102280000002,2.1888945,15.48720778,0.00519038816686047,0.0078455,0.05980597753880017,0.06121426,42492,RB,Jay Ajayi,MIA,HB,-10.21452739883219,-7.970473314350198,-2.2440540844819936,614
Devonta Freeman,2015,17.66851539,5.86074714,11.80776825,0.00618897886659227,0.01534227,0.06467045249715403,0.04232175,41332,RB,Devonta Freeman,ATL,HB,7.714048628483862,10.875959495862231,-3.1619108673783707,751
Miles Sanders,2019,17.60932692,3.51656482,14.0927621,0.02363662574201707,0.00996194,0.07592656594069186,0.0708179,47836,RB,Miles Sanders,PHI,HB,8.670437224511138,6.763477062541074,1.9069601619700667,662
Mark Ingram II,2015,17.58236612,5.66295552,11.9194106,0.01175399240030641,0.01966304,0.06438511659095357,0.07011418,37101,RB,Mark Ingram II,NO,HB,17.941724241366206,9.129238399687157,8.812485841679047,552
Melvin Gordon III,2016,17.40456399,2.51426703,14.89029696,0.01110743171257464,0.00768889,0.06708950220503161,0.05597856,42358,RB,Melvin Gordon III,SD,HB,10.433818536374357,13.121500152168565,-2.687681615794207,673
Darrell Henderson,2021,17.39751055,6.9219750499999995,10.4755355,0.02841905463455871,0.02254715,0.06650087696105261,0.0675841,47853,RB,Darrell Henderson,LA,HB,-5.0914863682942535,-4.4489396085247295,-0.6425467597695238,518
Marlon Mack,2019,17.28604446,-1.8481509,19.13419536,-0.0129393844817234,-0.00972711,0.06921199393417574,0.07303128,44956,RB,Marlon Mack,IND,HB,-0.9356821865754205,-6.467979280723889,5.532297094148468,516
