pff_PLAYERNAME,Season,Position,TotalBoxPM,TotalPassBoxPM,TotalRunDBoxPM,PassPM,PassBoxPM,PlayerID,RunDPM,RunDBoxPM,PlayerName,team,position,TotalEPAR,PassEPAR,RunDEPAR,plays
Matthew Judon,2019,EDGE,-25.50054958,-23.120676,-2.37987358,-0.0556933701371978,-0.05137928,43435,-0.00303892156830695,-0.00868567,Matthew Judon,BLT,ED,-42.166281923239424,-37.13149153580664,-5.034790387432787,861
Casey Hayward Jr.,2015,CB,-25.46794202,-36.7884041,11.32046208,-0.04878649578744601,-0.05270545,38592,0.04017896346252352,0.03290832,Casey Hayward Jr.,GB,CB,-15.616444959583431,-10.804595297277636,-4.811849662305796,1111
Kyle Fuller,2018,CB,-25.45068721,-29.14335536,3.69266815,-0.0408688467738789,-0.03906616,41240,0.00332682888183647,0.01102289,Kyle Fuller,CHI,CB,-40.60193993578558,-41.34209607814228,0.7401561423567117,1085
Cameron Heyward,2019,IDL,-25.44813388,-14.4466966,-11.00143728,-0.00887344298596571,-0.02860732,37104,-0.033750247504706,-0.02989521,Cameron Heyward,PIT,DI,-61.58904837360638,-39.636835382675585,-21.952212990930803,895
Xavien Howard,2022,CB,-25.28436849,-30.72619312,5.441824629999999,-0.04100399965361615,-0.04352152,43327,0.00876722196800297,0.01595843,Xavien Howard,MIA,CB,13.806462583124082,9.050778327423538,4.755684255700546,1021
Chuck Clark,2019,S,-25.26380588,-22.46983028,-2.7939755999999996,-0.06954101664171031,-0.04502972,44999,-4.3107128881579305e-4,-0.0093444,Chuck Clark,BLT,S,-14.632560390473635,-16.982645429145535,2.3500850386719003,869
Daniel Sorensen,2019,S,-25.24007235,-23.27907648,-1.96099587,-0.06368720516657811,-0.04217224,41502,0.01090388482296093,-0.00947341,Daniel Sorensen,KC,S,-10.576831394651643,-10.334421833467564,-0.24240956118407841,838
Patrick Chung,2015,S,-25.17878483,-25.84065387,0.66186904,-0.04703328807128018,-0.03874161,34485,-0.01316490008007635,0.00176029,Patrick Chung,NE,S,-15.482082835784166,-14.030344738621602,-1.4517380971625626,1093
Mike Mitchell,2015,S,-25.108362979999995,-27.822119759999996,2.71375678,-0.00852139326915336,-0.03553272,34498,0.00742751403544116,0.00668413,Mike Mitchell,PIT,S,-9.417253711752352,-7.659882423319792,-1.757371288432559,1183
Adoree' Jackson,2017,CB,-25.092675610000004,-30.082158600000003,4.98948299,-0.05360011007081348,-0.03856687,44830,0.01771837416943054,0.01337663,Adoree' Jackson,TEN,CB,-10.06325019260271,-2.8125262285135424,-7.250723964089169,1222
Patrick Peterson,2017,CB,-25.0167948,-26.3699163,1.3531215,-0.0632554690840106,-0.04185701,37078,0.00409719649439469,0.0035515,Patrick Peterson,ARZ,CB,-14.64456397258312,-18.446358891243765,3.8017949186606437,1047
Taron Johnson,2022,CB,-24.98564804,-40.88390392,15.89825588,-0.03730934420459692,-0.05532328,46190,0.03496820108171697,0.04217044,Taron Johnson,BUF,CB,-14.38841402407379,-6.751544128857984,-7.636869895215806,1107
Whitney Mercilus,2015,EDGE,-24.98245487,-22.13857295,-2.8438819200000003,-0.07219059924841431,-0.05066035,38556,-0.01400191477046238,-0.00987459,Whitney Mercilus,HST,ED,-21.230700747921656,-13.43838008457564,-7.7923206633460165,813
Jamal Adams,2019,S,-24.9470893,-23.79845776,-1.14863154,-0.04148349693505129,-0.03863386,44818,-0.00713451854137677,-0.00334878,Jamal Adams,NYJ,S,-51.783625399685924,-36.41926231343523,-15.364363086250691,979
William Jackson III,2018,CB,-24.9238252,-30.5981439,5.674318700000001,-0.05764325435069185,-0.0483383,43313,0.02181472528603929,0.01319609,William Jackson III,CIN,CB,2.16839414984061,-2.4944274397540576,4.662821589594667,1100
Marcus Peters,2019,CB,-24.902226999999996,-30.62424148,5.72201448,-0.04100399965361615,-0.04755317,42361,0.00852989705698393,0.01474746,Marcus Peters,LA,CB,-45.27851822026802,-46.52993626617414,1.251418045906124,1019
Von Miller,2021,EDGE,-24.872786929999997,-22.10382094,-2.76896599,-0.04504423410700807,-0.04085734,37075,-0.01334201670052397,-0.00841631,Von Miller,DEN,ED,-45.508917456412476,-35.18008826508079,-10.328829191331684,944
Micah Parsons,2021,LB,-24.80649416,-14.35296224,-10.45353192,-0.03916587682401015,-0.02337616,53441,-0.02257446182785246,-0.03021252,Micah Parsons,DAL,LB,-53.756715958818454,-39.53813382376021,-14.218582135058243,975
Marcus Williams,2021,S,-24.799624619999996,-26.432992319999997,1.6333677,-0.01551550428162047,-0.03933481,44854,0.00862258000165728,0.00447498,Marcus Williams,NO,S,-1.6015487172516203,-4.902773019722214,3.301224302470594,1042
Kenny Moore II,2018,CB,-24.797750760000003,-36.56599296,11.7682422,-0.04879450610701209,-0.05441368,45287,0.02182133820774775,0.03017498,Kenny Moore II,IND,CB,-57.05735782350366,-44.59599425082892,-12.461363572674735,1133
Ha Ha Clinton-Dix,2015,S,-24.773923819999997,-26.54053152,1.7666077,-0.03892074677505896,-0.03529326,41247,0.00665439383749084,0.00410839,Ha Ha Clinton-Dix,GB,S,-14.246123390078647,-3.66165386808116,-10.584469521997486,1251
Von Miller,2019,EDGE,-24.76465298,-21.58259268,-3.1820603,-0.04504423410700807,-0.04562916,37075,-0.01333099115608223,-0.01013395,Von Miller,DEN,ED,-12.92259757653285,-9.100600367805331,-3.8219972087275176,841
Casey Hayward Jr.,2018,CB,-24.743788799999997,-29.006241359999997,4.262452560000001,-0.04644105245229396,-0.03951804,38592,0.0142769465371301,0.01007672,Casey Hayward Jr.,LAC,CB,-2.8883692070158102,0.6219215188674223,-3.5102907258832334,1151
Dee Ford,2018,EDGE,-24.73824284,-23.185093140000003,-1.5531497,-0.04446417054504004,-0.03703689,41249,-0.00794861514969524,-0.00378817,Dee Ford,KC,ED,-16.107557109014436,-25.71941056723109,9.611853458216656,1151
Tyrann Mathieu,2017,CB,-24.681002179999993,-40.237801919999995,15.55679974,-0.05089711498723002,-0.06041712,40017,0.03532423491919007,0.04030259,Tyrann Mathieu,ARZ,CB,-35.32438589048971,-31.71818347137458,-3.6062024191151254,1091
Kenny Vaccaro,2015,S,-24.66483984,-23.64841936,-1.01642048,-0.04911724247332744,-0.03655088,39961,-0.00269772791038113,-0.00246704,Kenny Vaccaro,NO,S,-0.6913637734068283,6.853568622525829,-7.5449323959326575,1055
Xavier Woods,2019,S,-24.548994599999997,-27.01432593,2.46533133,-0.01597824346080469,-0.04350133,45004,0.0085270843087695,0.00690569,Xavier Woods,DAL,S,-3.455262852730058,-4.470943646070019,1.0156807933399612,996
Robert Alford,2017,CB,-24.45417128,-28.92682548,4.4726542,-0.05995298946381084,-0.03898494,40008,0.0068693545257753,0.0104746,Robert Alford,ATL,CB,-0.5084667630490001,0.25117122049142787,-0.7596379835404287,1174
Nick Bosa,2019,EDGE,-24.43534079,-23.93599915,-0.49934164,-0.04686074015106058,-0.04022857,47785,-0.00564897921624511,-0.00159026,Nick Bosa,SF,ED,-43.23504220451985,-31.151633526046847,-12.083408678473004,907
Maxx Crosby,2022,EDGE,-24.4227864,-20.375784,-4.0470024,-0.0168458035906985,-0.03134736,47889,-0.01537717790808873,-0.00963572,Maxx Crosby,LV,ED,-52.655164667702046,-21.185141813448094,-31.47002285425395,1053
Kenny Moore II,2021,CB,-24.412361989999997,-35.71017007,11.29780808,-0.04856428707423856,-0.05228429,45287,0.02507846522709665,0.02980952,Kenny Moore II,IND,CB,-36.8745602633976,-22.13558636351939,-14.738973899878202,1053
Jessie Bates III,2018,S,-24.30233603,-28.64325905,4.34092302,-0.01571193992897858,-0.04307257,46123,0.00682546018804692,0.00966798,Jessie Bates III,CIN,S,-6.351597106434802,-9.621079479017242,3.2694823725824387,1182
William Gay,2016,CB,-24.24618608,-34.71285488,10.4666688,-0.04867347531504581,-0.05023568,32363,0.05386909855215755,0.03738096,William Gay,PIT,CB,-7.551831144555459,-9.485820955949562,1.9339898113941019,1022
Za'Darius Smith,2020,EDGE,-24.217914629999996,-21.555717119999997,-2.66219751,-0.04985983304320733,-0.03522176,42465,0.00146254297429196,-0.00785309,Za'Darius Smith,GB,ED,-21.185963454852114,-13.249192365653094,-7.936771089199021,945
Steven Nelson,2018,CB,-24.193531020000002,-30.70749602,6.513965,-0.04691866200888043,-0.03664379,42441,0.01239359594579678,0.0138595,Steven Nelson,KC,CB,0.2871819337437634,-6.2512588305267425,6.538440764270507,1310
Xavier Rhodes,2017,CB,-24.17680686,-26.3087202,2.13191334,-0.02941660764202523,-0.04085205,39971,6.984475933164826e-4,0.00550882,Xavier Rhodes,MIN,CB,-2.853594443915973,-4.846421471906522,1.9928270279905484,1064
Khalil Mack,2016,EDGE,-24.06463627,-20.44221025,-3.62242602,-0.01975090610263171,-0.03555167,41231,-0.00911652926532195,-0.00901101,Khalil Mack,OAK,ED,-63.83445021324361,-42.39982058369018,-21.434629629553434,1083
Darius Slay,2017,CB,-24.04375226,-28.83736746,4.7936152,-0.06122803360083048,-0.04443354,39984,0.01921232314948914,0.01155088,Darius Slay,DET,CB,-32.97600162842297,-34.15113760044126,1.1751359720182857,1088
Adrian Phillips,2018,S,-24.01917502,-21.46426644,-2.55490858,-0.0368628133251466,-0.03805721,42116,0.0044961975646116,-0.01073491,Adrian Phillips,LAC,S,-10.257992397122752,-1.9276137748948758,-8.330378622227876,873
Marshon Lattimore,2018,CB,-23.95319147,-25.75607372,1.80288225,-0.01938462968957254,-0.03695276,44823,-0.00292311453715535,0.00554733,Marshon Lattimore,NO,CB,-9.77259721012317,-9.554157640803627,-0.21843956931954256,1060
Troy Hill,2020,CB,-23.91923643,-37.31010165,13.390865219999998,-0.05315155413477076,-0.05292213,42816,0.0261265903070648,0.03331061,Troy Hill,LA,CB,-42.707905826364346,-41.73563191248504,-0.9722739138793054,1088
Melvin Ingram III,2015,EDGE,-23.900747440000004,-20.66344696,-3.23730048,-0.02677494424097395,-0.04674988,38548,-0.00901168870494356,-0.00843047,Melvin Ingram III,SD,ED,-21.008508717973598,-25.80319452502964,4.794685807056041,993
Nick Bosa,2021,EDGE,-23.89740412,-22.81077823,-1.08662589,-0.04690434702135598,-0.03721171,47785,-0.0056678843410407,-0.00304377,Nick Bosa,SF,ED,-51.087954478480846,-41.46327534559943,-9.624679132881417,952
Xavien Howard,2021,CB,-23.882714459999995,-30.322492559999997,6.439778100000001,-0.04100399965361615,-0.04679397,43327,0.00876722196800297,0.01703645,Xavien Howard,MIA,CB,-33.58104974566063,-34.2932647603035,0.7122150146428743,1014
Von Miller,2018,EDGE,-23.87383734,-21.91884222,-1.95499512,-0.04504423410700807,-0.04331787,37075,-0.01334201670052397,-0.00626601,Von Miller,DEN,ED,-46.55565705712908,-47.9516944098168,1.396037352687717,881
Jalen Ramsey,2022,CB,-23.86464357,-26.79717289,2.93252932,-0.06884899057621598,-0.04167523,43294,0.00381301988492449,0.00675698,Jalen Ramsey,LA,CB,-36.56717270326119,-30.649556779149076,-5.917615924112122,1058
Janoris Jenkins,2016,CB,-23.86370747,-29.11627557,5.2525680999999995,-0.04790508618888559,-0.04431701,38569,0.01438714320975323,0.01419613,Janoris Jenkins,NYG,CB,-20.324019884995508,-23.470356940086088,3.1463370550905783,1086
Chuck Clark,2022,S,-23.849108159999997,-24.812083079999997,0.96297492,-0.02800969290769695,-0.03321564,44999,7.824013064453349e-4,0.00239546,Chuck Clark,BLT,S,1.9809970577825657,3.8388228531075677,-1.8578257953250026,1127
Chandon Sullivan,2022,CB,-23.831988949999996,-36.04731559,12.21532664,-0.04173413575161772,-0.05231831,46652,0.03703737190328404,0.03829256,Chandon Sullivan,MIN,CB,10.6157814075042,9.241884596306415,1.3738968111977858,1001
John Johnson III,2020,S,-23.79291564,-25.96215876,2.16924312,-0.03375597825877455,-0.03546743,44903,5.780917355415902e-4,0.00509212,John Johnson III,LA,S,-13.159614740301652,-16.371293530463447,3.211678790161795,1138
Barry Church,2017,S,-23.79085854,-22.8645544,-0.92630414,-0.04132176153631563,-0.03008494,35929,0.00693991956143329,-0.00209098,Barry Church,JAX,S,-29.589784402215084,-17.962872003442595,-11.626912398772491,1257
Jason McCourty,2018,CB,-23.76624052,-30.36142252,6.595182,-0.01678425233517722,-0.04349774,34654,0.01897840503589078,0.022206,Jason McCourty,NE,CB,-19.716577795375272,-17.75171024144414,-1.9648675539311344,1047
Khalil Mack,2015,EDGE,-23.75645598,-19.7613366,-3.99511938,-0.01975090610263171,-0.03407127,41231,-0.01018580507766872,-0.01214322,Khalil Mack,OAK,ED,-36.3317059598743,-17.62380851791367,-18.707897441960625,1073
Adrian Phillips,2020,S,-23.75441027,-19.04582936,-4.70858091,-0.06954101664171031,-0.04545544,42116,0.00482559914582351,-0.01439933,Adrian Phillips,NE,S,-28.027954509972187,-15.125230006453105,-12.902724503519082,726
Harrison Smith,2019,S,-23.70438277,-23.9339736,0.22959082999999997,-0.04358642449372221,-0.03519702,38559,-0.00152958911000526,5.5591e-4,Harrison Smith,MIN,S,-26.680911810382934,-24.07196402876215,-2.6089477816207887,1110
Xavier Woods,2018,S,-23.686228269999997,-24.84173305,1.15550478,-0.01597824346080469,-0.04052485,45004,0.00805799572410451,0.00287439,Xavier Woods,DAL,S,-1.686976394221507,-7.947432673573682,6.260456279352177,1029
Morgan Burnett,2016,S,-23.60942118,-24.97363875,1.36421757,-0.02730136550623329,-0.03522375,35510,-0.00411140314844867,0.00352511,Morgan Burnett,GB,S,-10.80372766053725,-6.228200612238476,-4.575527048298776,1077
Za'Darius Smith,2022,EDGE,-23.54916954,-21.25190496,-2.29726458,-0.04958358834483224,-0.04024982,42465,0.00146254297429196,-0.00880178,Za'Darius Smith,MIN,ED,-19.74411284450261,-13.077627300076793,-6.66648554442582,803
Mike Adams,2017,S,-23.5324758,-22.8763302,-0.6561456,-0.01821115093524823,-0.0337409,29236,-0.00353693794156632,-0.0019074,Mike Adams,CAR,S,-8.876905424456329,-11.61889903236678,2.7419936079104503,1053
Bryce Callahan,2018,CB,-23.512962799999997,-30.665324,7.1523612000000005,-0.05143548268944301,-0.06182525,42935,0.04059753455868738,0.03973534,Bryce Callahan,CHI,CB,-30.198762536077243,-30.96359067131764,0.7648281352403972,689
Tony Jefferson,2016,S,-23.45511766,-21.0348873,-2.4202303599999997,-0.02269124947047031,-0.0367101,40737,-0.00144198919304557,-0.00676042,Tony Jefferson,ARZ,S,-27.889591864017525,0.12088588606936126,-28.010477750086885,946
Tony Jefferson,2015,S,-23.422556250000003,-22.39257737,-1.02997888,-0.02045159862289645,-0.03652949,40737,-7.857177694674083e-4,-0.00370496,Tony Jefferson,ARZ,S,-20.496995845997127,-12.215471125000729,-8.2815247209964,924
Jordan Poyer,2020,S,-23.3843902,-26.184817650000003,2.80042745,-0.03173903120595105,-0.03396215,40166,0.01376104010947872,0.00612785,Jordan Poyer,BUF,S,-4.017735794603043,-3.322663670757593,-0.6950721238454524,1200
Marshon Lattimore,2021,CB,-23.36303572,-25.8963264,2.53329068,-0.06130797081332335,-0.04046301,44823,-0.0028324076831874,0.00705652,Marshon Lattimore,NO,CB,-22.86657458552855,-30.33549114256287,7.468916557034323,981
Deatrich Wise Jr.,2022,IDL,-23.31486631,-15.86867106,-7.44619525,-0.00611266370499282,-0.03136101,44944,-0.02143288368155904,-0.02394275,Deatrich Wise Jr.,NE,DI,-17.042299020208233,-17.39985513502457,0.3575561148163351,841
Johnathan Cyprien,2016,S,-23.255085839999996,-21.646272229999997,-1.60881361,-0.0449082976241983,-0.03335327,39981,-0.00404749100016518,-0.00382141,Johnathan Cyprien,JAX,S,1.154493458527572,10.520689819743753,-9.366196361216181,1106
Jonathan Jones,2022,CB,-23.08486682,-28.5429153,5.4580484799999995,-0.04803320601786442,-0.05007529,43700,0.02336734022262474,0.01586642,Jonathan Jones,NE,CB,-32.914083831175596,-30.26661065882179,-2.647473172353803,937
Tashaun Gipson Sr.,2017,S,-23.04934219,-22.18561219,-0.86373,-0.02529415070315654,-0.02962031,38868,-0.00329554412290207,-0.0019194,Tashaun Gipson Sr.,JAX,S,-21.308454542448203,-8.444485780558388,-12.863968761889817,1255
Karlos Dansby,2015,LB,-23.04007148,-13.06661994,-9.97345154,0.00167256840178169,-0.02210934,28986,-0.02817543182091903,-0.02256437,Karlos Dansby,CLV,LB,-44.41233454751931,-29.317634641775292,-15.09469990574402,1076
Marcus Peters,2017,CB,-23.02246691,-27.89969375,4.87722684,-0.04100399965361615,-0.04463951,42361,0.00852989705698393,0.01192476,Marcus Peters,KC,CB,-31.613515388139206,-35.87058564242532,4.25707025428611,1073
Taron Johnson,2021,CB,-23.014077949999997,-36.1545072,13.14042925,-0.03624300163625954,-0.05436768,46190,0.03496820108171697,0.04043209,Taron Johnson,BUF,CB,-23.14672685806138,-16.99215968141292,-6.154567176648459,973
Rashan Gary,2021,EDGE,-22.98573269,-20.97754997,-2.00818272,-0.0523678065708753,-0.04361237,47795,-0.0028190803531741,-0.00865596,Rashan Gary,GB,ED,-33.52096721786773,-27.8435872551689,-5.677379962698834,716
Tariq Woolen,2022,CB,-22.94216792,-26.97958736,4.03741944,-0.06035278522547918,-0.03985168,54618,0.01112787167013399,0.00773452,Tariq Woolen,SEA,CB,-1.4506990513903428,-12.864357682476555,11.413658631086212,1283
Maxx Crosby,2021,EDGE,-22.907493449999997,-20.01766875,-2.8898247,-0.0168458035906985,-0.03202827,47889,-0.00631040867414954,-0.0082803,Maxx Crosby,LV,ED,-31.342346074450177,-20.031668158295588,-11.310677916154587,959
Myles Garrett,2021,EDGE,-22.878945979999997,-23.88447118,1.0055252,-0.03986855734043511,-0.04406729,44813,0.00449403723519134,0.0032332,Myles Garrett,CLV,ED,-36.51964020285608,-40.710506109076476,4.190865906220395,844
Xavien Howard,2020,CB,-22.83526408,-28.21426056,5.37899648,-0.04100399965361615,-0.04831209,43327,0.00876722196800297,0.01528124,Xavien Howard,MIA,CB,-42.48632092605644,-46.92734049691998,4.441019570863541,922
Jamel Dean,2020,CB,-22.82236978,-24.86148478,2.039115,-0.04000196533999763,-0.03645379,47877,0.00704002129262641,0.00815646,Jamel Dean,TB,CB,-22.006382946891414,-23.024811450339218,1.0184285034478047,912
Clay Matthews,2017,EDGE,-22.81477432,-19.0418704,-3.77290392,-0.0620262760503042,-0.0534884,34477,-0.00697353696901225,-0.01468056,Clay Matthews,GB,ED,-5.749997340307468,-6.891556823172599,1.1415594828651312,677
Marlon Humphrey,2019,CB,-22.72281949,-32.71045848,9.98763899,-0.0313636313474738,-0.05024648,44828,0.01568932749516969,0.02766659,Marlon Humphrey,BLT,CB,-20.749224247536535,-15.418739286996434,-5.330484960540103,1020
Asante Samuel Jr.,2022,CB,-22.70916391,-29.06582877,6.35666486,-0.04720486469297647,-0.04548643,53476,0.02159213758623519,0.01565681,Asante Samuel Jr.,LAC,CB,-19.66584278976835,-26.86221818604699,7.196375396278643,1056
Marcus Peters,2018,CB,-22.684360800000004,-29.164125150000004,6.479764350000001,-0.04100399965361615,-0.04196277,42361,0.00852989705698393,0.01576585,Marcus Peters,LA,CB,3.5352077328273914,-1.2490925630119736,4.784300295839365,1101
D.J. Reed Jr.,2021,CB,-22.68434436,-27.29622768,4.6118833200000005,-0.03243054516069842,-0.04504328,46211,0.01389737579208297,0.01164617,D.J. Reed Jr.,SEA,CB,-21.86576967502477,-19.143888350897214,-2.721881324127558,983
Shaquil Barrett,2019,EDGE,-22.62433772,-20.2160972,-2.40824052,-0.02571960097909072,-0.03485534,41915,-0.01551394264386938,-0.00955651,Shaquil Barrett,TB,ED,-58.10012185774083,-60.3677276335591,2.267605775818271,946
Marcus Maye,2020,S,-22.58539023,-23.76683855,1.18144832,-0.03358595874878557,-0.03419689,44851,-0.00511374983586639,0.00267296,Marcus Maye,NYJ,S,-22.293145695860787,-18.865953832531748,-3.427191863329038,1109
Janoris Jenkins,2021,CB,-22.5178477,-26.9240792,4.4062315000000005,-0.04790508618888559,-0.0412946,38569,0.01438714320975323,0.01602266,Janoris Jenkins,TEN,CB,4.738488756449804,1.5757330276548174,3.1627557287949886,925
Devin McCourty,2016,S,-22.485629439999997,-26.931419159999997,4.4457897200000005,-0.03872890039433116,-0.03349679,35466,0.0162739908269289,0.01100443,Devin McCourty,NE,S,-31.8037188725217,-29.27170713935528,-2.5320117331664194,1272
Demarcus Lawrence,2022,EDGE,-22.4846704,-17.346873340000002,-5.13779706,-0.01053504232881712,-0.03629053,41263,-0.01700710803916002,-0.01729898,Demarcus Lawrence,DAL,ED,-40.356957532757676,-13.158784510378526,-27.19817302237915,771
Olivier Vernon,2016,EDGE,-22.46601839,-21.83206272,-0.63395567,-0.02764914814130107,-0.03123328,38602,-3.746313252875265e-4,-0.00162137,Olivier Vernon,NYG,ED,-21.229892361780507,-5.345786692684254,-15.884105669096256,1169
Mike Mitchell,2016,S,-22.46584178,-25.16743487,2.70159309,-0.01034978902748668,-0.03157771,34498,0.0075317703907821,0.00677091,Mike Mitchell,PIT,S,-3.978558360566045,-6.117143132089408,2.138584771523364,1234
Xavier Rhodes,2015,CB,-22.30701845,-24.4341831,2.12716465,-0.02941660764202523,-0.03646893,39971,6.984475933164826e-4,0.00530465,Xavier Rhodes,MIN,CB,19.981112454931232,22.009195531533237,-2.0280830766020053,1099
T.J. Watt,2018,EDGE,-22.2653862,-18.37111738,-3.89426882,-0.04353897792066525,-0.04011161,44842,-0.00735233809542678,-0.01240213,T.J. Watt,PIT,ED,-21.115611231783216,-5.140141685966877,-15.975469545816342,881
Chandon Sullivan,2021,CB,-22.25764668,-30.9761478,8.71850112,-0.04173413575161772,-0.05036772,46652,0.03703737190328404,0.03823904,Chandon Sullivan,GB,CB,12.82082308450411,7.034644315284212,5.786178769219895,837
Kyle Van Noy,2020,EDGE,-22.20610429,-15.32200422,-6.884100070000001,-0.0798001523021767,-0.06228457,41269,-0.02210223361328094,-0.02213537,Kyle Van Noy,MIA,ED,-2.87748762488914,-7.456727925159724,4.579240300270582,797
Harold Landry III,2021,EDGE,-22.190629360000003,-19.38906761,-2.80156175,-0.02231025137539562,-0.03407569,46110,-0.00992374083276131,-0.00862019,Harold Landry III,TEN,ED,-24.41575794801199,-23.86012992438658,-0.55562802362541,1031
